date,Apple_Price,Apple_Vol.,sentiment_score
04-06-2021,126.21,80170000.0,0.00018685669783735648
04-07-2021,127.9,83470000.0,0.9994498088781256
04-08-2021,130.36,88850000.0,0.002285773283801973
04-09-2021,132.99,106690000.0,0.9994381312571932
04-12-2021,131.24,91420000.0,0.9968250158708543
04-13-2021,134.43,91270000.0,4.591849574353546e-06
04-14-2021,132.03,87220000.0,0.943506583571434
04-15-2021,134.5,89350000.0,0.996787789859809
04-16-2021,134.16,84920000.0,-2.1823158022016287e-05
04-19-2021,134.84,94260000.0,-4.762965545523912e-05
04-20-2021,133.11,94810000.0,0.9993499806732871
04-21-2021,133.5,68850000.0,-0.003792138653807342
04-22-2021,131.94,84570000.0,-0.9975444444571622
04-23-2021,134.32,78760000.0,0.9991699004312977
04-26-2021,134.72,66910000.0,0.9995092689496232
04-27-2021,134.39,66019999.99999999,-5.09325836901553e-05
04-28-2021,133.58,107760000.0,0.9988209147995804
04-29-2021,133.48,151100000.0,-0.9954038029536605
04-30-2021,131.46,109840000.0,0.9994581607315922
05-03-2021,132.54,75140000.0,-0.4134177193045616
05-04-2021,127.85,137560000.0,-0.9977020981605165
05-05-2021,128.1,84000000.0,-1.926920231198892e-05
05-06-2021,129.74,78130000.0,0.9992863083025441
05-07-2021,130.21,78970000.0,0.1497966388706118
05-10-2021,126.85,88070000.0,-0.9567364426329732
05-11-2021,125.91,126140000.0,0.9930945800151676
05-12-2021,122.77,112170000.0,-0.00026950796018354595
05-13-2021,124.97,105860000.0,0.9946536456700414
05-14-2021,127.45,81920000.0,-0.9965863776160404
05-17-2021,126.27,74250000.0,0.744763994589448
