date,Natural_Gas_Price,Natural_Gas_Vol.
09-20-2019,2.534,130290.0
09-19-2019,2.538,199310.0
09-18-2019,2.637,157920.0
09-17-2019,2.668,180760.0
09-16-2019,2.681,197190.0
09-13-2019,2.614,184460.0
09-12-2019,2.574,218450.0
09-11-2019,2.552,211020.0
09-10-2019,2.58,259970.00000000003
09-09-2019,2.585,276720.0
09-06-2019,2.496,201590.0
09-05-2019,2.435,229800.0
09-04-2019,2.445,218510.0
09-03-2019,2.358,221620.0
08-30-2019,2.285,124710.0
08-29-2019,2.296,200410.0
08-28-2019,2.251,8660.0
08-27-2019,2.202,63220.0
08-26-2019,2.23,52780.0
08-23-2019,2.152,81620.0
08-22-2019,2.159,113110.0
08-21-2019,2.17,193530.0
08-20-2019,2.218,107840.0
08-19-2019,2.21,144760.0
08-16-2019,2.2,111990.0
08-15-2019,2.232,206770.0
08-14-2019,2.143,127370.0
08-13-2019,2.147,199870.0
08-12-2019,2.105,167910.0
08-09-2019,2.119,171910.0
08-08-2019,2.128,191130.0
08-07-2019,2.083,203420.0
08-06-2019,2.111,142250.0
08-05-2019,2.07,179230.0
08-02-2019,2.121,206340.0
08-01-2019,2.202,251300.0
07-31-2019,2.233,221830.0
07-30-2019,2.137,91720.0
07-29-2019,2.141,8760.0
07-26-2019,2.169,45840.0
07-25-2019,2.244,47530.0
07-24-2019,2.22,116590.0
07-23-2019,2.3,106900.0
07-22-2019,2.312,168620.0
07-19-2019,2.251,109060.0
07-18-2019,2.287,173290.0
07-17-2019,2.304,135140.0
07-16-2019,2.306,148940.0
07-15-2019,2.408,150760.0
07-12-2019,2.453,171930.0
07-11-2019,2.416,213620.0
07-10-2019,2.444,193980.0
07-09-2019,2.425,202650.0
07-08-2019,2.403,201730.0
07-05-2019,2.418,237740.0
07-03-2019,2.29,91190.0
07-02-2019,2.24,96730.0
07-01-2019,2.267,149170.0
06-28-2019,2.308,116430.0
06-27-2019,2.324,108700.0
06-26-2019,2.291,6630.0
06-25-2019,2.308,55010.0
06-24-2019,2.303,67650.0
06-21-2019,2.186,92240.0
06-20-2019,2.185,210070.0
06-19-2019,2.276,173670.0
06-18-2019,2.328,121400.0
06-17-2019,2.386,120280.0
06-14-2019,2.387,132410.0
06-13-2019,2.325,180140.0
06-12-2019,2.386,148270.0
06-11-2019,2.399,163810.0
06-10-2019,2.357,169930.0
06-07-2019,2.337,154550.0
06-06-2019,2.324,177940.0
06-05-2019,2.378,109980.0
06-04-2019,2.416,132770.0
06-03-2019,2.403,204390.0
05-31-2019,2.454,198410.0
05-30-2019,2.547,167470.0
05-29-2019,2.633,8810.0
05-28-2019,2.582,47430.0
05-24-2019,2.598,55430.0
05-23-2019,2.578,118320.0
05-22-2019,2.543,162720.0
05-21-2019,2.613,144130.0
05-20-2019,2.673,123610.0
05-17-2019,2.631,79760.0
05-16-2019,2.639,113110.0
05-15-2019,2.601,123120.0
05-14-2019,2.659,92880.0
05-13-2019,2.621,116270.0
05-10-2019,2.619,132050.0
05-09-2019,2.595,123680.0
05-08-2019,2.61,167090.0
05-07-2019,2.537,115820.0
05-06-2019,2.524,95210.0
05-03-2019,2.567,89980.0
05-02-2019,2.589,120840.0
05-01-2019,2.62,105390.0
04-30-2019,2.575,94250.0
04-29-2019,2.593,92360.0
04-26-2019,2.566,9990.0
04-25-2019,2.514,53340.0
04-24-2019,2.462,44970.0
04-23-2019,2.455,119950.0
04-22-2019,2.524,105450.0
04-18-2019,2.49,168000.0
04-17-2019,2.517,144890.0
04-16-2019,2.572,103430.0
04-15-2019,2.59,137630.0
04-12-2019,2.66,88010.0
04-11-2019,2.664,161210.0
04-10-2019,2.7,127470.0
04-09-2019,2.699,117350.0
04-08-2019,2.708,154200.0
04-05-2019,2.664,120320.0
04-04-2019,2.643,123660.0
04-03-2019,2.677,96800.0
04-02-2019,2.684,106550.0
04-01-2019,2.708,129460.0
03-29-2019,2.662,115410.0
03-28-2019,2.712,78720.0
03-27-2019,2.713,9640.0
03-26-2019,2.74,37150.0
03-25-2019,2.755,49170.0
03-22-2019,2.753,92640.0
03-21-2019,2.821,83790.0
03-20-2019,2.82,114170.0
03-19-2019,2.874,109750.0
03-18-2019,2.85,102230.0
03-15-2019,2.795,82710.0
03-14-2019,2.855,85280.0
03-13-2019,2.82,101210.0
03-12-2019,2.784,90020.0
03-11-2019,2.772,136890.0
03-08-2019,2.865,85880.0
03-07-2019,2.866,117000.0
03-06-2019,2.841,119630.0
03-05-2019,2.884,103060.0
03-04-2019,2.857,103660.0
03-01-2019,2.859,134660.0
02-28-2019,2.812,118340.0
02-27-2019,2.799,94050.0
02-26-2019,2.855,14320.0
02-25-2019,2.836,80150.0
02-22-2019,2.717,35120.0
02-21-2019,2.697,97900.0
02-20-2019,2.636,110140.0
02-19-2019,2.662,151750.0
02-15-2019,2.625,98410.0
02-14-2019,2.573,101560.0
02-13-2019,2.575,185480.0
02-12-2019,2.688,169230.0
02-11-2019,2.642,202420.0
02-08-2019,2.583,147880.0
02-07-2019,2.551,211790.0
02-06-2019,2.662,98330.0
02-05-2019,2.662,82250.0
02-04-2019,2.66,116490.0
