date,Apple_Price,Apple_Vol.
2021-09-03,154.3,57870000.0
2021-09-06,154.3,57870000.0
2021-09-07,154.3,57870000.0
2021-09-08,155.11,74420000.0
2021-09-09,154.07,57310000.0
2021-09-10,148.97,140890000.0
2021-09-13,149.55,102400000.0
2021-09-14,148.12,109300000.0
2021-09-15,149.03,83280000.0
2021-09-16,148.79,68030000.0
2021-09-17,146.06,129870000.0
2021-09-20,142.94,123480000.0
2021-09-21,143.43,75830000.0
2021-09-22,145.85,76400000.0
2021-09-23,146.83,64840000.0
2021-09-24,146.92,53480000.0
2021-09-27,145.37,74150000.0
2021-09-28,141.91,108970000.0
2021-09-29,142.83,74600000.0
2021-09-30,141.5,89060000.0
2021-10-01,142.65,94640000.0
2021-10-04,139.14,98320000.0
2021-10-05,141.11,80860000.0
2021-10-06,142.0,83220000.0
2021-10-07,143.29,61730000.0
2021-10-08,142.9,58770000.0
2021-10-11,142.81,64450000.0
2021-10-12,141.51,73040000.0
2021-10-13,140.91,78760000.0
2021-10-14,143.76,69910000.0
2021-10-15,144.84,67940000.0
2021-10-18,146.55,85590000.0
2021-10-19,148.76,76380000.0
2021-10-20,149.26,58420000.0
2021-10-21,149.48,61420000.0
2021-10-22,148.69,58880000.0
2021-10-25,148.64,50720000.0
2021-10-26,149.32,60890000.0
2021-10-27,148.85,56100000.0
2021-10-28,152.57,100080000.0
2021-10-29,149.8,124950000.0
2021-11-01,148.96,74590000.0
2021-11-02,150.02,69120000.0
2021-11-03,151.49,54510000.0
2021-11-04,150.96,60400000.0
2021-11-05,151.28,65459999.99999999
2021-11-08,150.44,55020000.0
2021-11-09,150.81,56790000.0
2021-11-10,147.92,65190000.0
2021-11-11,147.87,41000000.0
2021-11-12,149.99,63800000.0
2021-11-15,150.0,59220000.0
2021-11-16,151.0,59260000.0
2021-11-17,153.49,88810000.0
2021-11-18,157.87,137830000.0
2021-11-19,160.55,117310000.0
2021-11-22,161.02,117470000.0
2021-11-23,161.41,96040000.0
2021-11-24,161.94,69460000.0
2021-11-25,161.94,69460000.0
2021-11-26,161.94,69460000.0
2021-11-29,160.24,88750000.0
2021-11-30,165.3,174050000.0
2021-12-01,164.77,152420000.0
2021-12-02,163.76,136740000.0
2021-12-03,161.84,118020000.0
2021-12-06,165.32,107500000.0
2021-12-07,171.18,120410000.0
2021-12-08,175.08,117000000.0
2021-12-09,174.56,108920000.0
2021-12-10,179.45,115400000.0
2021-12-13,175.74,153240000.0
2021-12-14,174.33,139380000.0
2021-12-15,179.3,131060000.0
2021-12-16,172.26,150190000.0
2021-12-17,171.14,195920000.0
2021-12-20,169.75,107500000.0
2021-12-21,172.99,91190000.0
2021-12-22,175.64,92140000.0
2021-12-23,176.28,68360000.0
2021-12-24,176.28,68360000.0
2021-12-27,180.33,74920000.0
2021-12-28,179.29,79140000.0
2021-12-29,179.38,62350000.0
2021-12-30,178.2,59770000.0
2021-12-31,177.57,64060000.0
2022-01-03,182.01,104700000.0
2022-01-04,179.7,99310000.0
2022-01-05,174.92,94540000.0
2022-01-06,172.0,96900000.0
2022-01-07,172.17,86710000.0
2022-01-10,172.19,106770000.0
2022-01-11,175.08,76140000.0
2022-01-12,175.53,74810000.0
2022-01-13,172.19,84510000.0
2022-01-14,173.07,80440000.0
2022-01-17,173.07,80440000.0
2022-01-18,173.07,80440000.0
2022-01-19,166.23,94820000.0
2022-01-20,164.51,91420000.0
2022-01-21,162.41,122850000.0
2022-01-24,161.62,162710000.0
